full_tone_period_a	full_tone_period_b	full_tone_period_c	volumeA	volumeB	volumeC	mask_a	mask_b	mask_c	full_envelope_period	envelope_shape	noise_period
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	11	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	219	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	218	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	186	278	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	23	14	0	10	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	186	12	0	0	0|1|0	1|1|0	0|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	222	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	223	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	282	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	221	186	15	11	0	1|0|0	0|1|0	0|1|0	35	10	0
0	0	185	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2232	0	219	16	0	0	0|1|0	1|1|0	0|1|0	0	0	0
0	0	218	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	278	0	15	0	0|1|0	0|1|0	0|1|0	0	0	0
0	166	23	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	222	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	223	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	282	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	24	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	186	186	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	219	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	218	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	166	278	15	15	0	1|0|0	0|1|0	0|1|0	35	10	0
0	0	23	9	0	8	0|0|0	0|0|0	0|0|0	0	0	0
2232	0	186	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	222	0	11	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	223	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	282	0	0	0	0|1|0	1|1|0	0|1|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	148	186	15	16	0	0|1|0	0|1|0	0|1|0	0	8	0
1058	0	185	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	219	12	0	0	0|1|0	1|1|0	0|1|0	0	0	0
226	0	218	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	166	278	8	16	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	23	0	0	7	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	0	0	0|1|0	1|1|0	0|1|0	0	0	0
866	148	222	15	15	0	0|1|0	0|1|0	0|1|0	0	0	0
1058	0	223	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	282	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	24	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	186	8	11	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	219	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	218	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	140	140	15	16	11	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	0	14	0	13	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	166	12	0	14	0|1|0	1|1|0	0|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	148	209	8	16	13	0|1|0	0|1|0	0|1|0	0	0	0
0	0	0	0	0	12	0|0|0	0|0|0	0|0|0	0	0	0
0	0	140	0	0	11	0|1|0	1|1|0	0|1|0	0	0	0
0	279	167	15	15	0	1|0|0	0|1|0	0|1|0	26	10	0
0	0	168	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
136	0	212	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	210	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	140	140	0	11	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	139	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	164	0	0	0	0|1|0	1|1|0	0|1|0	0	0	0
0	0	163	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	208	15	16	0	0|1|0	0|1|0	0|1|0	0	8	0
1058	139	209	14	0	10	0|0|0	0|0|0	0|0|0	0	0	0
1280	138	140	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
226	137	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	136	167	8	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	135	168	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	134	212	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	133	210	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	279	140	15	10	0	1|0|0	0|1|0	0|1|0	26	10	0
0	0	139	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
136	0	164	16	7	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	163	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	208	0	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	209	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
0	0	140	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
866	124	167	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	168	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	212	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	210	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	140	140	8	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	139	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	164	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	163	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	249	208	15	13	0	1|0|0	0|1|0	0|1|0	26	10	0
0	0	209	9	0	8	0|0|0	0|0|0	0|0|0	0	0	0
136	0	140	16	9	0	0|1|0	0|1|0	0|1|0	0	0	0
0	124	167	0	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	168	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	212	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	210	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	140	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	123	139	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	122	164	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
226	121	163	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	120	208	8	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	119	209	0	0	7	0|0|0	0|0|0	0|0|0	0	0	0
0	118	140	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	117	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	249	167	15	10	0	1|0|0	0|1|0	0|1|0	26	10	0
0	0	168	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
136	0	212	16	7	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	210	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	140	0	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	139	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	164	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	163	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	111	148	15	16	11	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	0	14	0	13	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	176	12	9	14	0|0|0	0|0|0	0|0|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	124	221	8	16	13	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	0	12	0|0|0	0|0|0	0|0|0	0	0	0
0	0	148	0	7	11	0|0|0	0|0|0	0|0|0	0	0	0
0	221	177	15	13	0	1|0|0	0|1|0	0|1|0	28	10	0
0	0	178	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
236	0	224	16	9	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	222	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	111	148	0	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	147	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	174	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	173	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	220	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	110	221	14	0	10	0|0|0	0|0|0	0|0|0	0	0	0
1280	109	148	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
226	108	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	107	177	8	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	106	178	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	105	224	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	104	222	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	221	148	15	10	0	1|0|0	0|1|0	0|1|0	28	10	0
0	0	147	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
236	0	174	16	7	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	173	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	220	0	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	221	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
0	0	148	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
866	105	177	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	178	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	224	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	222	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	111	148	8	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	147	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	174	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	173	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	209	220	15	13	0	1|0|0	0|1|0	0|1|0	28	10	0
0	0	221	9	0	8	0|0|0	0|0|0	0|0|0	0	0	0
236	0	148	16	9	0	0|1|0	0|1|0	0|1|0	0	0	0
0	105	177	0	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	178	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	224	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	222	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	148	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	104	147	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	103	174	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
226	102	173	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	101	220	8	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	100	221	0	0	7	0|0|0	0|0|0	0|0|0	0	0	0
0	99	148	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	98	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	209	177	15	13	0	0|0|0	0|0|0	0|0|0	0	0	0
1058	0	178	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	224	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	222	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	148	8	13	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	147	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	174	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	173	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	279	186	15	16	12	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	0	14	0	14	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	235	12	0	15	0|0|0	0|0|0	0|0|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	279	8	0	14	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	0	13	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	0	12	0|0|0	0|0|0	0|0|0	0	0	0
0	140	236	15	11	0	1|0|0	0|1|0	0|1|0	35	10	0
0	0	237	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2232	0	282	16	0	0	0|1|0	1|1|0	0|1|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	0	0	0|1|0	0|0|0	0|1|0	0	0	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	233	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	232	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	249	278	15	16	0	0|1|0	0|1|0	0|1|0	0	8	0
1058	0	23	14	0	11	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	186	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	236	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	237	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	282	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	279	186	15	11	0	1|0|0	0|1|0	0|1|0	35	10	0
0	0	185	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2232	0	233	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	232	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	278	0	15	0	0|0|0	0|0|0	0|0|0	0	0	0
0	235	23	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	236	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	237	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	282	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	24	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	249	186	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	233	0	0	0	0|1|0	1|1|0	0|1|0	0	0	0
0	0	232	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	235	278	15	15	0	1|0|0	0|1|0	0|1|0	35	10	0
0	0	23	9	0	9	0|0|0	0|0|0	0|0|0	0	0	0
2232	0	186	16	0	0	0|1|0	1|1|0	0|1|0	0	0	0
0	0	236	0	11	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	237	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	282	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	186	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	209	185	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	233	12	0	0	0|1|0	1|1|0	0|1|0	0	0	0
226	0	232	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	235	278	8	16	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	23	0	0	8	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	209	236	15	15	0	1|0|0	0|1|0	0|1|0	35	10	0
0	0	237	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2232	0	282	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	11	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	233	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	232	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	186	186	15	16	12	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	0	14	0	14	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	235	12	0	15	0|1|0	1|1|0	0|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	279	8	16	14	0|1|0	0|1|0	0|1|0	0	0	0
0	209	0	0	0	13	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	0	12	0|1|0	1|1|0	0|1|0	0	0	0
0	0	236	15	15	0	1|0|0	0|1|0	0|1|0	35	10	0
0	186	237	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2232	0	282	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	209	186	0	11	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	233	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	232	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	278	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	23	14	0	11	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	186	12	0	0	0|1|0	1|1|0	0|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	236	8	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	237	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	282	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	186	186	15	11	0	1|0|0	0|1|0	0|1|0	35	10	0
0	0	185	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2232	0	233	16	0	0	0|1|0	1|1|0	0|1|0	0	0	0
0	0	232	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	278	0	15	0	0|1|0	0|1|0	0|1|0	0	0	0
0	235	23	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	236	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	237	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	282	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	24	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	209	186	8	0	9	0|0|0	0|0|0	0|0|0	0	0	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	233	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	232	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	235	278	15	15	0	1|0|0	0|1|0	0|1|0	35	10	0
0	0	23	9	0	8	0|0|0	0|0|0	0|0|0	0	0	0
2232	0	186	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	236	0	11	9	0|0|0	0|0|0	0|0|0	0	0	0
0	0	237	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	282	0	0	0	0|1|0	1|1|0	0|1|0	0	0	0
0	0	24	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	313	186	15	16	8	0|1|0	0|1|0	0|1|0	0	8	0
1058	0	185	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	233	12	0	0	0|1|0	1|1|0	0|1|0	0	0	0
226	0	232	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	235	278	8	16	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	23	0	0	7	0|0|0	0|0|0	0|0|0	0	0	0
0	0	186	0	0	0	0|1|0	1|1|0	0|1|0	0	0	0
866	313	236	15	15	8	0|1|0	0|1|0	0|1|0	0	0	0
1058	0	237	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	282	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	24	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	0	186	8	11	7	0|0|0	0|0|0	0|0|0	0	0	0
0	0	185	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	233	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	232	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	140	157	15	16	12	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	0	14	0	14	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	186	12	0	15	0|1|0	1|1|0	0|1|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	313	235	8	16	14	0|1|0	0|1|0	0|1|0	0	0	0
0	0	0	0	0	13	0|0|0	0|0|0	0|0|0	0	0	0
0	0	157	0	0	12	0|1|0	1|1|0	0|1|0	0	0	0
0	0	187	15	15	0	1|0|0	0|1|0	0|1|0	29	10	0
0	0	188	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1877	0	238	16	0	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	236	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	140	157	0	11	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	156	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	184	0	0	0	0|1|0	1|1|0	0|1|0	0	0	0
0	0	183	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	234	15	16	0	0|1|0	0|1|0	0|1|0	0	8	0
1058	141	235	14	0	11	0|0|0	0|0|0	0|0|0	0	0	0
1280	142	157	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
226	143	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	144	187	8	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	145	188	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	146	238	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	147	236	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	313	157	15	10	0	1|0|0	0|1|0	0|1|0	29	10	0
0	0	156	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1877	0	184	16	7	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	183	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	234	0	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	235	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
0	0	157	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
866	157	187	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	188	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	238	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
226	0	236	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	140	157	8	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	156	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	184	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	183	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	372	234	15	13	0	1|0|0	0|1|0	0|1|0	29	10	0
0	0	235	9	0	9	0|0|0	0|0|0	0|0|0	0	0	0
1877	0	157	16	9	0	0|1|0	0|1|0	0|1|0	0	0	0
0	157	187	0	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	188	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	238	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	236	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	0	157	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	158	156	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	159	184	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
226	160	183	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	161	234	8	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	162	235	0	0	8	0|0|0	0|0|0	0|0|0	0	0	0
0	163	157	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	164	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	372	187	15	10	0	1|0|0	0|1|0	0|1|0	29	10	0
0	0	188	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1877	0	238	16	7	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	236	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	157	0	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	156	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	184	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	183	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	176	209	15	16	12	0|0|0	0|0|0	0|0|0	0	8	0
1058	0	0	14	0	14	0|0|0	0|0|0	0|0|0	0	0	0
1280	0	249	12	9	15	0|0|0	0|0|0	0|0|0	0	0	0
226	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	157	313	8	16	14	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	0	13	0|0|0	0|0|0	0|0|0	0	0	0
0	0	209	0	7	12	0|0|0	0|0|0	0|0|0	0	0	0
0	352	250	15	13	10	1|0|0	0|1|0	0|1|0	39	10	0
0	0	251	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2506	0	316	16	9	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	58	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	116	209	0	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	208	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	247	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	246	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
866	176	312	15	16	0	0|0|0	0|0|0	0|0|0	0	8	0
1058	177	57	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1280	178	209	12	9	0	0|0|0	0|0|0	0|0|0	0	0	0
226	179	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
1570	180	250	8	16	0	0|0|0	0|0|0	0|0|0	0	0	0
0	181	251	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	182	316	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
0	183	58	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	352	209	15	10	0	1|0|0	0|1|0	0|1|0	39	10	0
0	0	208	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
2506	0	247	16	7	0	0|1|0	0|1|0	0|1|0	0	0	0
0	0	246	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	312	0	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	57	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
0	0	209	0	7	0	0|0|0	0|0|0	0|0|0	0	0	0
866	186	249	15	16	12	0|0|0	0|0|0	0|0|0	0	8	0
